poc_filename,v8_version_tested,issue_report_date,flags_used
array-push9.js,11.0.140,2022-11-30,--allow-natives-syntax --deopt-every-n-times
array-reduce.js,11.0.140,2022-11-30,--allow-natives-syntax --turbofan --no-lazy-feedback-allocation
array-reverse-order.js,11.0.140,2022-11-30,--allow-natives-syntax --expose-gc
array-reverse.js,11.0.140,2022-11-30,--allow-natives-syntax --expose-gc
array-shift.js,11.0.140,2022-11-30,--allow-natives-syntax --expose-gc
array-shift2.js,11.0.140,2022-11-30,--allow-natives-syntax
array-shift3.js,11.0.140,2022-11-30,--allow-natives-syntax
array-shift4.js,11.0.140,2022-11-30,--allow-natives-syntax --turbofan
array-shift5.js,11.0.140,2022-11-30,--allow-natives-syntax
array-slice-clone.js,11.0.140,2022-11-30,--allow-natives-syntax --turbofan --no-stress-flush-code
array-slice.js,11.0.140,2022-11-30,--allow-natives-syntax
array-some.js,11.0.140,2022-11-30,--allow-natives-syntax
array-sort-comparefn.js,11.0.140,2022-11-30,--allow-natives-syntax --expose-gc
array-sort.js,11.0.140,2022-11-30,--allow-natives-syntax
array-species-constructor-accessor.js,11.0.140,2022-11-30,--allow-natives-syntax
array-species-constructor-delete.js,11.0.140,2022-11-30,--allow-natives-syntax
array-species-constructor.js,11.0.140,2022-11-30,--allow-natives-syntax
array-species-delete.js,11.0.140,2022-11-30,--allow-natives-syntax
array-species-modified.js,11.0.140,2022-11-30,--allow-natives-syntax
array-species-neg-zero.js,11.0.140,2022-11-30,--allow-natives-syntax --expose-gc
array-species-parent-constructor.js,11.0.140,2022-11-30,--allow-natives-syntax
array-species-proto.js,11.0.140,2022-11-30,--allow-natives-syntax
array-species.js,11.0.140,2022-11-30,--allow-natives-syntax --expose-gc
array-splice.js,11.0.140,2022-11-30,--allow-natives-syntax --expose-gc
array-spread-holey.js,11.0.140,2022-11-30,--allow-natives-syntax --expose-gc
array-spread-large-holey.js,11.0.140,2022-11-30,--allow-natives-syntax --expose-gc
array-store-and-grow.js,11.0.140,2022-11-30,--allow-natives-syntax --turbofan --no-always-turbofan
array-subclass.js,11.0.140,2022-11-30,--allow-natives-syntax
array-to-reversed-big.js,11.0.140,2022-11-30,--harmony-change-array-by-copy
array-to-reversed.js,11.0.140,2022-11-30,--harmony-change-array-by-copy
array-to-sorted.js,11.0.140,2022-11-30,--harmony-change-array-by-copy
array-to-spliced-big.js,11.0.140,2022-11-30,--harmony-change-array-by-copy
array-to-spliced.js,11.0.140,2022-11-30,--harmony-change-array-by-copy
array-tolocalestring.js,11.0.140,2022-11-30,--allow-natives-syntax --expose-gc
array-tostring.js,11.0.140,2022-11-30,--allow-natives-syntax --expose-gc
array-unshift.js,11.0.140,2022-11-30,--allow-natives-syntax --expose-gc
array-with.js,11.0.140,2022-11-30,--harmony-change-array-by-copy
array.js,11.0.140,2022-11-30,--no-builtin-subclassing
arraybuffer-species.js,11.0.140,2022-11-30,--allow-natives-syntax --expose-gc
arraybuffer-transfer.js,11.0.140,2022-11-30,--harmony-rab-gsab --harmony-rab-gsab-transfer --allow-natives-syntax
arrow-functions-lexical-arguments.js,11.0.140,2022-11-30,--allow-natives-syntax --expose-gc
arrow-functions-this.js,11.0.140,2022-11-30,--allow-natives-syntax --expose-gc
arrow-functions.js,11.0.140,2022-11-30,--allow-natives-syntax --expose-gc
arrow-rest-params-lazy-parsing.js,11.0.140,2022-11-30,--allow-natives-syntax --expose-gc
arrow-rest-params.js,11.0.140,2022-11-30,--allow-natives-syntax --expose-gc
arrow-with.js,11.0.140,2022-11-30,--allow-natives-syntax --expose-gc
as-int-n.js,11.0.140,2022-11-30,--allow-natives-syntax --expose-gc
ascii-regexp-subject.js,11.0.140,2022-11-30,--allow-natives-syntax --expose-gc
asm-directive.js,11.0.140,2022-11-30,--allow-natives-syntax --expose-gc
asm-heap.js,11.0.140,2022-11-30,--validate-asm --allow-natives-syntax --expose-gc --mock-arraybuffer-allocator
asm-memory.js,11.0.140,2022-11-30,--allow-natives-syntax
asm-stdlib.js,11.0.140,2022-11-30,--allow-natives-syntax
asm-validation.js,11.0.140,2022-11-30,--validate-asm --allow-natives-syntax
asm-wasm-copy.js,11.0.140,2022-11-30,--expose-wasm
asm-wasm-deopt.js,11.0.140,2022-11-30,--validate-asm --allow-natives-syntax
asm-wasm-exception-in-tonumber.js,11.0.140,2022-11-30,--validate-asm
asm-wasm-expr.js,11.0.140,2022-11-30,--validate-asm --allow-natives-syntax
asm-wasm-f32.js,11.0.140,2022-11-30,--validate-asm --allow-natives-syntax
asm-wasm-f64.js,11.0.140,2022-11-30,--validate-asm --allow-natives-syntax
asm-wasm-heap.js,11.0.140,2022-11-30,--validate-asm --allow-natives-syntax
asm-wasm-i32.js,11.0.140,2022-11-30,--validate-asm --allow-natives-syntax
asm-wasm-imports.js,11.0.140,2022-11-30,--validate-asm --allow-natives-syntax
asm-wasm-literals.js,11.0.140,2022-11-30,--validate-asm --allow-natives-syntax
asm-wasm-math-intrinsic.js,11.0.140,2022-11-30,--validate-asm  --allow-natives-syntax
asm-wasm-memory.js,11.0.140,2022-11-30,--validate-asm --allow-natives-syntax
asm-wasm-names.js,11.0.140,2022-11-30,--validate-asm
asm-wasm-stack.js,11.0.140,2022-11-30,--validate-asm --allow-natives-syntax
asm-wasm-stdlib.js,11.0.140,2022-11-30,--validate-asm --allow-natives-syntax
asm-wasm-switch.js,11.0.140,2022-11-30,--validate-asm --allow-natives-syntax
asm-wasm-u32.js,11.0.140,2022-11-30,--validate-asm --allow-natives-syntax
asm-wasm.js,11.0.140,2022-11-30,--validate-asm --allow-natives-syntax
asm-with-wasm-off.js,11.0.140,2022-11-30,--noexpose-wasm --validate-asm --allow-natives-syntax
assignment-deopt.js,11.0.140,2022-11-30,--allow-natives-syntax
assignment.js,11.0.140,2022-11-30,-------------------------------------------
async-arrow-default-function-await.js,11.0.140,2022-11-30,--allow-natives-syntax --expose-gc
async-arrow-lexical-arguments.js,11.0.140,2022-11-30,--allow-natives-syntax
async-arrow-lexical-new.target.js,11.0.140,2022-11-30,--allow-natives-syntax
async-arrow-lexical-super.js,11.0.140,2022-11-30,--allow-natives-syntax
async-arrow-lexical-this.js,11.0.140,2022-11-30,--allow-natives-syntax
async-await-basic.js,11.0.140,2022-11-30,--allow-natives-syntax
async-await-interleaved.js,11.0.140,2022-11-30,--ignore-unhandled-promises
async-await-no-constructor.js,11.0.140,2022-11-30,--allow-natives-syntax --ignore-unhandled-promises
async-await-optimization.js,11.0.140,2022-11-30,--harmony-await-optimization
async-await-resolve-new.js,11.0.140,2022-11-30,--allow-natives-syntax --expose-gc
async-await-species.js,11.0.140,2022-11-30,--allow-natives-syntax
async-await-tree.js,11.0.140,2022-11-30,--expose-async-hooks --harmony-await-optimization
async-compile.js,11.0.140,2022-11-30,--allow-natives-syntax --expose-gc
async-destructuring.js,11.0.140,2022-11-30,--allow-natives-syntax
async-for-of-non-iterable.js,11.0.140,2022-11-30,--allow-natives-syntax --expose-gc
async-from-sync-iterator-next-tick-count.js,11.0.140,2022-11-30,--allow-natives-syntax
async-from-sync-iterator-return-tick-count.js,11.0.140,2022-11-30,--allow-natives-syntax
async-from-sync-iterator-throw-tick-count.js,11.0.140,2022-11-30,--allow-natives-syntax
async-from-sync-iterator.js,11.0.140,2022-11-30,--allow-natives-syntax
async-function-stacktrace.js,11.0.140,2022-11-30,--noasync-stack-traces
async-function-try-finally.js,11.0.140,2022-11-30,--allow-natives-syntax
async-generator-is-awaiting.js,11.0.140,2022-11-30,--allow-natives-syntax --expose-gc
async-generators-basic.js,11.0.140,2022-11-30,--allow-natives-syntax
async-generators-resume-return.js,11.0.140,2022-11-30,--allow-natives-syntax
async-generators-return-broken-promise.js,11.0.140,2022-11-30,--allow-natives-syntax
async-generators-return.js,11.0.140,2022-11-30,--allow-natives-syntax
async-generators-throw-caught.js,11.0.140,2022-11-30,--allow-natives-syntax --expose-gc
async-generators-yield.js,11.0.140,2022-11-30,--allow-natives-syntax
async-iterators-resolve.js,11.0.140,2022-11-30,--allow-natives-syntax
async-stack-traces-prepare-stacktrace-1.js,11.0.140,2022-11-30,--async-stack-traces
async-stack-traces-prepare-stacktrace-2.js,11.0.140,2022-11-30,--async-stack-traces
async-stack-traces-prepare-stacktrace-3.js,11.0.140,2022-11-30,--async-stack-traces
async-stack-traces-prepare-stacktrace-4.js,11.0.140,2022-11-30,--async-stack-traces
async-stack-traces-promise-all-settled.js,11.0.140,2022-11-30,--allow-natives-syntax --async-stack-traces
async-stack-traces-promise-all.js,11.0.140,2022-11-30,--allow-natives-syntax --async-stack-traces
async-stack-traces-promise-any.js,11.0.140,2022-11-30,--allow-natives-syntax --async-stack-traces
async-stack-traces-realms.js,11.0.140,2022-11-30,--allow-natives-syntax --async-stack-traces
async-stack-traces.js,11.0.140,2022-11-30,--allow-natives-syntax --async-stack-traces
atomics-add.js,11.0.140,2022-11-30,--harmony-sharedarraybuffer
atomics-and.js,11.0.140,2022-11-30,--harmony-sharedarraybuffer
atomics-compareexchange.js,11.0.140,2022-11-30,--harmony-sharedarraybuffer
atomics-exchange.js,11.0.140,2022-11-30,--harmony-sharedarraybuffer
atomics-load.js,11.0.140,2022-11-30,--harmony-sharedarraybuffer
atomics-non-shared.js,11.0.140,2022-11-30,--allow-natives-syntax --expose-gc
atomics-on-arraybuffer-detach.js,11.0.140,2022-11-30,--harmony-sharedarraybuffer --allow-natives-syntax
atomics-or.js,11.0.140,2022-11-30,--harmony-sharedarraybuffer
atomics-store.js,11.0.140,2022-11-30,--harmony-sharedarraybuffer
atomics-stress.js,11.0.140,2022-11-30,--allow-natives-syntax --expose-gc
atomics-sub.js,11.0.140,2022-11-30,--harmony-sharedarraybuffer
atomics-value-check.js,11.0.140,2022-11-30,--harmony-sharedarraybuffer
atomics-waitasync-1thread-2timeout.js,11.0.140,2022-11-30,--harmony-sharedarraybuffer --harmony-atomics-waitasync
atomics-waitasync-1thread-buffer-out-of-scope-timeout.js,11.0.140,2022-11-30,--harmony-sharedarraybuffer --harmony-atomics-waitasync --expose-gc
atomics-waitasync-1thread-promise-out-of-scope.js,11.0.140,2022-11-30,--allow-natives-syntax --harmony-sharedarraybuffer --harmony-atomics-waitasync --expose-gc
atomics-waitasync-1thread-timeout.js,11.0.140,2022-11-30,--harmony-sharedarraybuffer --harmony-atomics-waitasync
atomics-waitasync-1thread-timeouts-and-no-timeouts.js,11.0.140,2022-11-30,--harmony-sharedarraybuffer --harmony-atomics-waitasync
atomics-waitasync-1thread-wake-up-all.js,11.0.140,2022-11-30,--allow-natives-syntax --harmony-sharedarraybuffer --harmony-atomics-waitasync
atomics-waitasync-1thread-wake-up-fifo.js,11.0.140,2022-11-30,--allow-natives-syntax --harmony-sharedarraybuffer --harmony-atomics-waitasync
