poc_filename,v8_version_tested,issue_report_date,flags_used
array-next-2.js,13.7.5,2025-03-31,--allow-natives-syntax
array-oob-load.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
array-prototype-findlast.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
array-prototype-findlastindex.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
array-prototype-map-array-constructor-protector.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan --no-always-turbofan
array-prototype-map-elements-kinds-dict.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan --no-always-turbofan
array-prototype-map-elements-kinds.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan --no-always-turbofan
array-push-grow.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
array-push-pop.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
array-push-with-impossible-type.js,13.7.5,2025-03-31,--allow-natives-syntax --maglev --no-always-turbofan
array-smi-load.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
array-sort-comparefn.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
array-to-reversed-big.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
array-to-reversed.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
array-to-sorted.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
array-to-spliced-big.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
array-to-spliced.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
array-transitions.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
array-with.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
arraybuffer-transfer.js,13.7.5,2025-03-31,--allow-natives-syntax
as-int-n.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
asm-wasm-copy.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
asm-wasm-deopt.js,13.7.5,2025-03-31,--validate-asm --allow-natives-syntax
asm-wasm-exception-in-tonumber.js,13.7.5,2025-03-31,--validate-asm
asm-wasm-expr.js,13.7.5,2025-03-31,--validate-asm --allow-natives-syntax
asm-wasm-f32.js,13.7.5,2025-03-31,--validate-asm --allow-natives-syntax
asm-wasm-f64.js,13.7.5,2025-03-31,--validate-asm --allow-natives-syntax
asm-wasm-heap.js,13.7.5,2025-03-31,--validate-asm --allow-natives-syntax
asm-wasm-i32.js,13.7.5,2025-03-31,--validate-asm --allow-natives-syntax
asm-wasm-imports.js,13.7.5,2025-03-31,--validate-asm --allow-natives-syntax
asm-wasm-literals.js,13.7.5,2025-03-31,--validate-asm --allow-natives-syntax
asm-wasm-math-intrinsic.js,13.7.5,2025-03-31,--validate-asm  --allow-natives-syntax
asm-wasm-memory.js,13.7.5,2025-03-31,--validate-asm --allow-natives-syntax
asm-wasm-names.js,13.7.5,2025-03-31,--validate-asm
asm-wasm-stack.js,13.7.5,2025-03-31,--validate-asm --allow-natives-syntax
asm-wasm-stdlib.js,13.7.5,2025-03-31,--validate-asm --allow-natives-syntax
asm-wasm-switch.js,13.7.5,2025-03-31,--validate-asm --allow-natives-syntax
asm-wasm-u32.js,13.7.5,2025-03-31,--validate-asm --allow-natives-syntax
asm-wasm.js,13.7.5,2025-03-31,--validate-asm --allow-natives-syntax
asm-with-wasm-off.js,13.7.5,2025-03-31,--validate-asm --allow-natives-syntax
async-await-optimization.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
async-compile-non-async.js,13.7.5,2025-03-31,--no-wasm-async-compilation
async-compile.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
async-disposable-stack-dispose-tick-count.js,13.7.5,2025-03-31,--js-staging
async-disposable-stack-with-null-undefined-tick-count.js,13.7.5,2025-03-31,--js-staging
async-for-of-non-iterable.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
async-from-sync-iterator-next-tick-count.js,13.7.5,2025-03-31,--allow-natives-syntax
async-from-sync-iterator-return-tick-count.js,13.7.5,2025-03-31,--allow-natives-syntax
async-from-sync-iterator-throw-tick-count.js,13.7.5,2025-03-31,--allow-natives-syntax
async-from-sync-iterator.js,13.7.5,2025-03-31,--allow-natives-syntax
async-generator-is-awaiting.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
async-generators-basic.js,13.7.5,2025-03-31,--allow-natives-syntax
async-generators-resume-return.js,13.7.5,2025-03-31,--allow-natives-syntax
async-generators-return-broken-promise.js,13.7.5,2025-03-31,--allow-natives-syntax
async-generators-return.js,13.7.5,2025-03-31,--allow-natives-syntax
async-generators-throw-caught.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
async-generators-yield.js,13.7.5,2025-03-31,--allow-natives-syntax
async-iterators-resolve.js,13.7.5,2025-03-31,--allow-natives-syntax
async-synchronization-workers-terminated.js,13.7.5,2025-03-31,--harmony-struct --allow-natives-syntax
atomic-alignment-checks.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
atomic-wait-multi-memory.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
atomics-memory64.js,13.7.5,2025-03-31,--allow-natives-syntax
atomics-non-shared.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
atomics-on-arraybuffer-detach.js,13.7.5,2025-03-31,--allow-natives-syntax
atomics-stress.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
atomics-value-check.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
atomics-waitasync-1thread-2timeout.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
atomics-waitasync-1thread-buffer-out-of-scope-timeout.js,13.7.5,2025-03-31,--expose-gc
atomics-waitasync-1thread-promise-out-of-scope.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
atomics-waitasync-1thread-timeout.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
atomics-waitasync-1thread-timeouts-and-no-timeouts.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
atomics-waitasync-1thread-wake-up-all.js,13.7.5,2025-03-31,--allow-natives-syntax
atomics-waitasync-1thread-wake-up-fifo.js,13.7.5,2025-03-31,--allow-natives-syntax
atomics-waitasync-1thread-wake-up-simple.js,13.7.5,2025-03-31,--allow-natives-syntax
atomics-waitasync-helpers.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
atomics-waitasync-worker-shutdown-before-wait-finished-2-waits.js,13.7.5,2025-03-31,--allow-natives-syntax
atomics-waitasync-worker-shutdown-before-wait-finished-2-workers.js,13.7.5,2025-03-31,--allow-natives-syntax
atomics-waitasync-worker-shutdown-before-wait-finished-no-timeout.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
atomics-waitasync-worker-shutdown-before-wait-finished-timeout.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
atomics-waitasync.js,13.7.5,2025-03-31,--allow-natives-syntax
atomics.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
atomics64-stress.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
await-using-get-symbol.dispose-after-symbol.asyncDispose.is-null.js,13.7.5,2025-03-31,--js-staging
await-using-null.js,13.7.5,2025-03-31,--js-staging
await-using-throws-suppressed-error.js,13.7.5,2025-03-31,--js-staging
await-using-tick-count.js,13.7.5,2025-03-31,--js-staging
await-using-with-sync-async-null-undefined-tick-count.js,13.7.5,2025-03-31,--js-staging
await-using-with-sync-null-undefined-tick-count.js,13.7.5,2025-03-31,--js-staging
base64-from-hex-long-inputs.js,13.7.5,2025-03-31,--expose-externalize-string --js-base-64
base64-from-hex-with-two-byte-strings.js,13.7.5,2025-03-31,--expose-externalize-string --js-base-64
base64-prototype-to-hex-long-inputs.js,13.7.5,2025-03-31,--js-base-64
basic.js,13.7.5,2025-03-31,--no-liftoff --no-wasm-lazy-compilation
basics.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
bigint-i64-to-imported-js-func.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
bigint-opt.js,13.7.5,2025-03-31,--allow-natives-syntax --turbofan --no-always-turbofan --turbo-inline-js-wasm-calls
bigint-rematerialize.js,13.7.5,2025-03-31,--allow-natives-syntax --turbofan --no-always-turbofan --turbo-inline-js-wasm-calls
bigint.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
bigint64Array-species.js,13.7.5,2025-03-31,--allow-natives-syntax
bigintarray-keyedstore-tobigint.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
biguint64Array-species.js,13.7.5,2025-03-31,--allow-natives-syntax
binop-in-effect-context-deopt.js,13.7.5,2025-03-31,--allow-natives-syntax
bit-shift-right.js,13.7.5,2025-03-31,--allow-natives-syntax
bitops-register-alias.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
bitwise-smi.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
block-lazy-compile.js,13.7.5,2025-03-31,--allow-natives-syntax
bounds-check-64bit.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
bounds-check-turbofan.js,13.7.5,2025-03-31,--allow-natives-syntax
box2d.js,13.7.5,2025-03-31,--validate-asm --allow-natives-syntax
br-table-analysis.js,13.7.5,2025-03-31,--no-liftoff --no-wasm-lazy-compilation
br-table-no-stack-rewrite.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
branch-if-xxx-to-boolean-true.js,13.7.5,2025-03-31,--maglev --allow-natives-syntax
branch-on-math.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
branchifrootconstant-with-float64toboolean.js,13.7.5,2025-03-31,--allow-natives-syntax --maglev --no-always-turbofan
branchifrootconstant-with-int32toboolean.js,13.7.5,2025-03-31,--allow-natives-syntax --maglev --no-always-turbofan
brand-checks.js,13.7.5,2025-03-31,--harmony-struct
builtin-continuation-deopt.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
bulk-memory.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
calendar-constructor.js,13.7.5,2025-03-31,--harmony-temporal
calendar-date-add.js,13.7.5,2025-03-31,--harmony-temporal
calendar-date-from-fields.js,13.7.5,2025-03-31,--harmony-temporal
calendar-date-until.js,13.7.5,2025-03-31,--harmony-temporal
calendar-day-of-week.js,13.7.5,2025-03-31,--harmony-temporal
calendar-day-of-year.js,13.7.5,2025-03-31,--harmony-temporal
calendar-day.js,13.7.5,2025-03-31,--harmony-temporal
calendar-days-in-month.js,13.7.5,2025-03-31,--harmony-temporal
calendar-days-in-week.js,13.7.5,2025-03-31,--harmony-temporal
calendar-days-in-year.js,13.7.5,2025-03-31,--harmony-temporal
calendar-fields.js,13.7.5,2025-03-31,--harmony-temporal
calendar-from.js,13.7.5,2025-03-31,--harmony-temporal
calendar-in-leap-year.js,13.7.5,2025-03-31,--harmony-temporal
calendar-merge-fields.js,13.7.5,2025-03-31,--harmony-temporal
calendar-month-code.js,13.7.5,2025-03-31,--harmony-temporal
calendar-month-day-from-fields.js,13.7.5,2025-03-31,--harmony-temporal
calendar-month.js,13.7.5,2025-03-31,--harmony-temporal
calendar-months-in-year.js,13.7.5,2025-03-31,--harmony-temporal
calendar-week-of-year.js,13.7.5,2025-03-31,--harmony-temporal
calendar-year-month-from-fields.js,13.7.5,2025-03-31,--harmony-temporal
calendar-year.js,13.7.5,2025-03-31,--harmony-temporal
call-function-in-effect-context-deopt.js,13.7.5,2025-03-31,--allow-natives-syntax
call-js-runtime.js,13.7.5,2025-03-31,--allow-natives-syntax --maglev --no-always-turbofan
call-ref.js,13.7.5,2025-03-31,--experimental-wasm-type-reflection
call-runtime-for-pair.js,13.7.5,2025-03-31,--allow-natives-syntax --maglev --no-always-turbofan
call-spread-and-args.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
call-spread.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
call_indirect.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
calls.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
cannot-redefine-properties.js,13.7.5,2025-03-31,--harmony-struct
catch-and-return.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
catch-multiple.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
catch.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
char-at.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
char-code-at-uint32max-deopt.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
check-float64-is-nan.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
check-value-equals-f64.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
checkmaps-nearjumps.js,13.7.5,2025-03-31,--maglev --allow-natives-syntax --max-valid-polymorphic-map-count
checkmaps-with-migration-and-deopt-mono.js,13.7.5,2025-03-31,--allow-natives-syntax --maglev --no-always-turbofan
checkmaps-with-migration-and-deopt-mono2.js,13.7.5,2025-03-31,--allow-natives-syntax --maglev --no-always-turbofan
checkmaps-with-migration-and-deopt-poly.js,13.7.5,2025-03-31,--allow-natives-syntax --maglev --no-always-turbofan
checkmaps-with-migration-and-deopt-poly2.js,13.7.5,2025-03-31,--allow-natives-syntax --maglev --no-always-turbofan
checkmaps-with-migration-and-deopt-poly3.js,13.7.5,2025-03-31,--allow-natives-syntax --maglev --no-always-turbofan
class-static-blocks.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
cleanup-from-different-realm.js,13.7.5,2025-03-31,--expose-gc --noincremental-marking
cleanup-is-not-a-microtask.js,13.7.5,2025-03-31,--expose-gc --noincremental-marking
cleanup-on-detached-realm.js,13.7.5,2025-03-31,--expose-gc --noincremental-marking
cleanup-proxy-from-different-realm.js,13.7.5,2025-03-31,--expose-gc --noincremental-marking
cleanup.js,13.7.5,2025-03-31,--expose-gc --noincremental-marking
clear-keyed-call.js,13.7.5,2025-03-31,--expose-gc --allow-natives-syntax
clearkeptobjects-on-quit.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
client-gc.js,13.7.5,2025-03-31,--shared-string-table --allow-natives-syntax --expose-gc
code-flushing-single-isolate.js,13.7.5,2025-03-31,--allow-natives-syntax --wasm-lazy-compilation
code-flushing.js,13.7.5,2025-03-31,--allow-natives-syntax --wasm-lazy-compilation
code-space-overflow.js,13.7.5,2025-03-31,--wasm-max-code-space-size-mb
committed-code-exhaustion.js,13.7.5,2025-03-31,--wasm-max-committed-code-mb
compare-exchange-stress.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
compare-exchange64-stress.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
compare-map-elim1.js,13.7.5,2025-03-31,--allow-natives-syntax --check-elimination
comparison-in-effect-context-deopt.js,13.7.5,2025-03-31,--allow-natives-syntax
comparisons.js,13.7.5,2025-03-31,--allow-natives-syntax
compilation-hints-async-compilation.js,13.7.5,2025-03-31,--experimental-wasm-compilation-hints
compilation-hints-decoder.js,13.7.5,2025-03-31,--experimental-wasm-compilation-hints
compilation-hints-ignored.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
compilation-hints-lazy-validation.js,13.7.5,2025-03-31,--experimental-wasm-compilation-hints --wasm-lazy-validation
compilation-hints-streaming-compilation.js,13.7.5,2025-03-31,--experimental-wasm-compilation-hints --wasm-test-streaming
compilation-hints-streaming-lazy-validation.js,13.7.5,2025-03-31,--experimental-wasm-compilation-hints --wasm-test-streaming --wasm-lazy-validation
compilation-hints-sync-compilation.js,13.7.5,2025-03-31,--experimental-wasm-compilation-hints
compilation-limits-asm.js,13.7.5,2025-03-31,--allow-natives-syntax --validate-asm
compilation-limits.js,13.7.5,2025-03-31,--allow-natives-syntax
compiled-module-management.js,13.7.5,2025-03-31,--expose-gc --allow-natives-syntax
compiled-module-serialization.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc --no-liftoff
compiler-trace-flags-wasm.js,13.7.5,2025-03-31,--no-liftoff
compiler-trace-flags.js,13.7.5,2025-03-31,--allow-natives-syntax --trace-turbo --trace-turbo-graph
concat-spreadable.js.js,13.7.5,2025-03-31,--allow-natives-syntax
condition-async-wait-no-await.js,13.7.5,2025-03-31,--harmony-struct --allow-natives-syntax
condition-async-wait-realm-disposed.js,13.7.5,2025-03-31,--harmony-struct --allow-natives-syntax --expose-gc
condition-async-wait-timeout.js,13.7.5,2025-03-31,--harmony-struct --allow-natives-syntax
condition-async-wait.js,13.7.5,2025-03-31,--harmony-struct --allow-natives-syntax --expose-gc
condition-change-during-branch-elimination.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
condition-workers.js,13.7.5,2025-03-31,--harmony-struct --allow-natives-syntax
condition.js,13.7.5,2025-03-31,--harmony-struct --allow-natives-syntax
consolidated-holey-load.js,13.7.5,2025-03-31,--allow-natives-syntax
const-tracking-let.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
constant-in-proto-proxy-after-holder.js,13.7.5,2025-03-31,--maglev --allow-natives-syntax
construct-array-feedback.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
construct-with-spread.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
constructor-extend-null-throw.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
constructor-super-called-twice.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
constructor-super-not-called.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
constructors.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
context-object-tracking.js,13.7.5,2025-03-31,--allow-natives-syntax
continuation-after-inlined.js,13.7.5,2025-03-31,--maglev --maglev-inlining --allow-natives-syntax
convert-receiver.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
copy.js,13.7.5,2025-03-31,--validate-asm --allow-natives-syntax
corrections.js,13.7.5,2025-03-31,--validate-asm --allow-natives-syntax
create-array-lit.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
create-closure.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
create-object-lit.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
create-regexp-lit.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
create-shallow-array-literal.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
create-shallow-literal.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
cross-script-vars.js,13.7.5,2025-03-31,--allow-natives-syntax
custom-descriptors-validity.js,13.7.5,2025-03-31,--experimental-wasm-custom-descriptors --experimental-wasm-shared
custom-descriptors.js,13.7.5,2025-03-31,--experimental-wasm-custom-descriptors
d8-readbuffer.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
data-segments.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dataview-accessors.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dataview.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
date-totemporalinstant.js,13.7.5,2025-03-31,--harmony-temporal
dead-code-source-position.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dec.js,13.7.5,2025-03-31,--d
define-private-class-field-stress.js,13.7.5,2025-03-31,--allow-natives-syntax --turbofan
delete-property-sloppy.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
delete-property-strict.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
dematerialized-arguments-length.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
dematerialized-arguments.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
dematerialized-double-array.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
dematerialized-duplicated-recursive.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
dematerialized-duplicated.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
dematerialized-heap-number.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
dematerialized-identical-heap-number-fields.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
dematerialized-multi-escape.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
dematerialized-nested-objects.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
dematerialized-regexp.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
dematerialized-rest-length.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
dematerialized-rest.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
dematerialized-simple-object.js,13.7.5,2025-03-31,--allow-natives-syntax --turbolev --turbofan
denormals.js,13.7.5,2025-03-31,--allow-natives-syntax
deopt-call-indirect.js,13.7.5,2025-03-31,--wasm-deopt --allow-natives-syntax
deopt-dynamic-tierup.js,13.7.5,2025-03-31,--wasm-deopt --allow-natives-syntax
deopt-feedback-states.js,13.7.5,2025-03-31,--wasm-deopt --allow-natives-syntax
deopt-inlined-param-stack-slots.js,13.7.5,2025-03-31,--wasm-deopt --allow-natives-syntax --liftoff
deopt-inlined-stacktrace.js,13.7.5,2025-03-31,--wasm-deopt --allow-natives-syntax
deopt-inlined.js,13.7.5,2025-03-31,--wasm-deopt --allow-natives-syntax
deopt-int64-values.js,13.7.5,2025-03-31,--wasm-deopt --allow-natives-syntax
deopt-large-i31ref-constant.js,13.7.5,2025-03-31,--allow-natives-syntax --wasm-deopt --liftoff --no-jit-fuzzing
deopt-many-params-many-locals-s128.js,13.7.5,2025-03-31,--wasm-deopt --allow-natives-syntax
deopt-many-params-tagged.js,13.7.5,2025-03-31,--wasm-deopt --allow-natives-syntax
deopt-many-params.js,13.7.5,2025-03-31,--wasm-deopt --allow-natives-syntax
deopt-many-results.js,13.7.5,2025-03-31,--wasm-deopt --allow-natives-syntax
deopt-memory-access.js,13.7.5,2025-03-31,--wasm-deopt --allow-natives-syntax
deopt-metrics.js,13.7.5,2025-03-31,--wasm-deopt --allow-natives-syntax
deopt-minimal.js,13.7.5,2025-03-31,--wasm-deopt --allow-natives-syntax
