poc_filename,v8_version_tested,issue_report_date,flags_used
array-proto-func-property-getter-except.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
array-prototype-properties.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
array-reduce.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
array-reduceRight.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
array-reset-large-index.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
array-slow-put.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
array-sort-numericCompare.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
array-sort-reentrance.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
array-sort-small-sparse-array-with-large-length.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
array-sort-sparse.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
array-splice.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
array-tostring-and-join.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
array-tostring-ignore-separator.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
array-type-speculation.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
assertion.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
assignments.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
avl-crash.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
basic-strict-mode.js,13.7.5,2025-03-31,--eval --arguments
bitops-type-tag.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
boolean-argument-prediction.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
boxed-double-to-int.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
break-ASI.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
cached-call-uninitialized-arguments.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
call-apply-crash.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
cast.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
char-at.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
class-constructor-return.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
class-syntax-call.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
class-syntax-declaration.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
class-syntax-default-constructor.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
class-syntax-expression.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
class-syntax-extends.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
class-syntax-name.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
class-syntax-prototype.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
class-syntax-scoping.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
class-syntax-semicolon.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
class-syntax-super.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
closure-inside-extra-arg-call.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
codegen-assign-nontemporary-as-rexp.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
codegen-jless.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
codegen-loops-logical-nodes.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
codegen-peephole-locals.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
codegen-temporaries.js,13.7.5,2025-03-31,--o --a --a --a --a
comment-1.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
comment-2.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
comparison-operators-greater.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
comparison-operators-less.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
comparison-operators.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
completion.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
concat-while-having-a-bad-time.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
conditional.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
constant-encoding.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
constant-folding.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
constructor.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
constructor_length.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
continue-break-multiple-labels.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
convert-nan-to-bool.js,13.7.5,2025-03-31,--nan --Undefined
crash-1.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
crash-2.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
cyclic-prototypes.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
date-DST-pre-1970.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
date-big-setmonth.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
date-constructor.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
date-daysfrom1970-overflow.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
date-negative-setmonth.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
date-parse-comments-test.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
date-preserve-milliseconds.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
date-set-to-nan.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
date-toisostring.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
date-utc-timeclip.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
declaration-in-block.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
deep-recursion-test.js,13.7.5,2025-03-31,--stack-size
delete-getters-setters.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
delete-then-put.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
delete.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-abs-backwards-propagation.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-add-not-number.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-arguments-alias-escape.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-arguments-alias-one-block-osr-exit.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-arguments-alias-one-block-overwrite-arguments.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-arguments-alias-one-block-overwrite.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-arguments-alias-one-block.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-arguments-alias.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-arguments-cross-code-origin.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-arguments-mixed-alias.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-arguments-osr-exit-multiple-blocks-before-exit.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-arguments-osr-exit-multiple-blocks.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-arguments-osr-exit.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-arguments-out-of-bounds.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-arguments-unexpected-escape.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-arith-add-overflow-check-elimination-predicted-but-not-proven-int.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-arith-add-overflow-check-elimination-tower-of-large-numbers.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-array-dead.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-array-length-dead.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-array-pop-side-effects.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-array-pop-value-clearing.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-arrayify-elimination.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-arrayify-when-late-prevent-extensions.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-arrayify-when-prevent-extensions.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-bool-to-int32-reuse.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-branch-logical-not-peephole-around-osr-exit.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-branch-not-fail.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-call-function-hit-watchpoint.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-call-method-hit-watchpoint.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-captured-var-get-local.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-cfa-merge-with-dead-use-at-tail.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-cfa-prove-put-by-id-simple-when-storing-to-specialized-function.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-cfg-simplify-eliminate-set-local-type-check-then-branch-not-null-and-decrement.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-cfg-simplify-eliminate-set-local-type-check-then-branch-not-null.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-cfg-simplify-eliminate-set-local-type-check-then-typeof.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-cfg-simplify-phantom-get-local-on-same-block-set-local.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-cfg-simplify-redundant-dead-get-local.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-check-structure-elimination-for-non-cell.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-check-two-structures.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-compare-final-object-to-final-object-or-other-when-both-proven-final-object.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-compare-final-object-to-final-object-or-other-when-proven-final-object.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-constant-fold-first-local-read-after-block-merge.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-constant-fold-logical-not-branch.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-constant-fold-misprediction.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-constant-fold-uncaptured-variable-that-is-later-captured.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-convert-this-dom-window.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-convert-this-object-then-exit-on-other.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-convert-this-other-then-exit-on-object.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-convert-this-polymorphic-object-then-exit-on-other.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-convert-this-polymorphic-object-then-exit-on-string.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-create-inlined-arguments-in-closure-inline.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-cse-cfa-discrepancy.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-cse-dead-get-scoped-var.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-dead-min-one-arg.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-dead-min-two-args.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-dead-redundant-get-array-length.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-dead-speculation.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-dead-unreachable-code-with-chain-of-dead-unchecked-nodes.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-dead-variable-on-exit.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-double-addition-simplify-to-int.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-double-use-of-post-simplification-double-prediction.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-double-vote-fuzz.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-ensure-array-storage-on-string.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-ensure-array-storage-on-window.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-ensure-contiguous-on-string.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-ensure-non-array-array-storage-on-window.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-exception.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-float32-array-nan.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-flush-get-local.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-force-exit-then-sparse-conditional-constant-prop-in-loop.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-get-by-val-clobber.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-getter-throw.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-getter.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-holy-put-by-val-interferes-with-get-array-length.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-inline-arguments-become-double.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-inline-arguments-become-int32.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-inline-arguments-int32.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-inline-arguments-osr-exit-and-capture.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-inline-arguments-out-of-bounds.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-inline-arguments-reset-changetype.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-inline-arguments-reset.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-inline-arguments-simple.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-inline-arguments-use-directly-from-inlined-code.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-inline-arguments-use-from-all-the-places-broken.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-inline-arguments-use-from-all-the-places.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-inline-arguments-use-from-getter.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-inline-arguments-use-from-uninlined-code.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-inline-constant.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-inline-constructor-that-uses-arguments.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-inline-early-return.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-inline-function-dot-caller.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-inline-new-array-buffer.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-inline-unused-this-method-check.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-inline-unused-this.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-inlining-reg-alloc.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-int-overflow-in-loop.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-int-overflow-large-constants-in-a-line.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-int32-to-double-on-known-number.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-int32-to-double-on-set-local-and-exit.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-int32-to-double-on-set-local-and-sometimes-exit.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-integer-optimization.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-intrinsic-osr-exit.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-intrinsic-side-effect-assignment-osr-exit.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-intrinsic-unused-this-method-check.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-intrinsic-unused-this.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-max-backwards-propagation.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-min-backwards-propagation.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-min-max.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-mispredict-variable-but-prove-int.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-mul-big-integer-with-small-integer-and-bitor.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-mul-big-integer-with-small-integer-and-detect-overflow.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-mul-big-integer-with-small-integer.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-mul-big-integers.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-multi-basic-block-structure-clobber.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-multiply.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-negative-array-index.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-obvious-constant-cfa.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-other-branch.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-patchable-get-by-id-after-watchpoint.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-peephole-compare-final-object-to-final-object-or-other-when-both-proven-final-object.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-peephole-compare-final-object-to-final-object-or-other-when-proven-final-object.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-phantom-base.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-phantom-get-local.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-post-inc-then-exit.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-proto-access-inline-osr-exit.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-proto-stub-watchpoint-fire.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-proven-sqrt-backwards-propagation.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-put-by-id-allocate-storage-polymorphic.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-put-by-id-allocate-storage.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-put-by-id-prototype-check.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-put-by-id-reallocate-storage-polymorphic.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-put-by-id-reallocate-storage.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-put-by-val-setter-then-get-by-val.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-put-scoped-var-backward-flow.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-putbyval-cfa-clobber.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-redundant-load-of-captured-variable-proven-constant.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-resolve-global-polymorphic-non-dictionary.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-resolve-global-specific-dictionary.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-rshift-by-zero-eliminate-valuetoint32.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-side-effect-assignment-osr-exit.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-sqrt-backwards-propagation.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-store-unexpected-value-into-argument-and-osr-exit.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-string-stricteq.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-tear-off-arguments-not-activation.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-tear-off-function-dot-arguments.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-to-string-bad-toString.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-to-string-bad-valueOf.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-to-string-int-or-string.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-to-string-int.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-to-string-on-cell.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-to-string-on-value.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-to-string-side-effect-clobbers-toString.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-to-string-side-effect.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-to-string-toString-becomes-bad-with-check-structure.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-to-string-toString-becomes-bad-with-dictionary-string-prototype.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-to-string-toString-becomes-bad.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-to-string-toString-in-string.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-to-string-valueOf-in-string.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-uint32-to-number-in-middle-of-copy-propagation.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-uint32-to-number-on-captured-variable.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-uint32-to-number-skip-then-exit.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-uint32-to-number.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-uint32array-overflow-constant.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-uint8clampedarray-out-of-bounds-put-by-val-alias.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-value-to-int32-with-side-effect.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dfg-weak-js-constant-silent-fill.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dictionary-no-cache.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dictionary-prototype-caching.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
do-while-semicolon.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
dotstar.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
duplicate-param-crash.js,13.7.5,2025-03-31,--allow-natives-syntax --expose-gc
